breakdown,topic,domainId,domain,subdomain,subdomainId,topicId,tier,New Topic
"[10 Core-Tier1 hours, 1 Core-Tier2 hour]",Proof by contradiction,DS,Discrete Structures,Proof Techniques ,DS-24,DS-24-05,Tier 1,DS-03-05
"[10 Core-Tier1 hours, 1 Core-Tier2 hour]",Induction over natural numbers,DS,Discrete Structures,Proof Techniques ,DS-24,DS-24-06,Tier 1,DS-03-06
"[10 Core-Tier1 hours, 1 Core-Tier2 hour]",Structural induction ,DS,Discrete Structures,Proof Techniques ,DS-24,DS-24-07,Tier 1,DS-03-07
"[10 Core-Tier1 hours, 1 Core-Tier2 hour]","Weak and strong induction (i.e., First and Second Principle of Induction)",DS,Discrete Structures,Proof Techniques ,DS-24,DS-24-08,Tier 1,DS-03-08
"[10 Core-Tier1 hours, 1 Core-Tier2 hour]",Recursive mathematical definitions,DS,Discrete Structures,Proof Techniques ,DS-24,DS-24-09,Tier 1,DS-03-09
"[10 Core-Tier1 hours, 1 Core-Tier2 hour]",Well orderings,DS,Discrete Structures,Proof Techniques ,DS-24,DS-24-10,Tier 2,DS-03-10
[5 Core-Tier1 hours],Counting arguments,DS,Discrete Structures,Basics of Counting,DS-25,DS-25-01,Tier 1,DS-04-01
[5 Core-Tier1 hours],The pigeonhole principle,DS,Discrete Structures,Basics of Counting,DS-25,DS-25-02,Tier 1,DS-04-02
[5 Core-Tier1 hours],Permutations and combinations,DS,Discrete Structures,Basics of Counting,DS-25,DS-25-03,Tier 1,DS-04-03
[5 Core-Tier1 hours],Solving recurrence relations (cross-reference: AL/Basic Analysis),DS,Discrete Structures,Basics of Counting,DS-25,DS-25-04,Tier 1,DS-04-04
[5 Core-Tier1 hours],Basic modular arithmetic,DS,Discrete Structures,Basics of Counting,DS-25,DS-25-05,Tier 1,DS-04-05
"[3 Core-Tier1 hours, 1 Core-Tier2 hour]",Trees,DS,Discrete Structures,Graphs and Trees ,DS-26,DS-26-01,Tier 1,DS-05-01
"[3 Core-Tier1 hours, 1 Core-Tier2 hour]",Undirected graphs,DS,Discrete Structures,Graphs and Trees ,DS-26,DS-26-02,Tier 1,DS-05-02
"[3 Core-Tier1 hours, 1 Core-Tier2 hour]",Directed graphs,DS,Discrete Structures,Graphs and Trees ,DS-26,DS-26-03,Tier 1,DS-05-03
"[3 Core-Tier1 hours, 1 Core-Tier2 hour]",Weighted graphs,DS,Discrete Structures,Graphs and Trees ,DS-26,DS-26-04,Tier 1,DS-05-04
"[3 Core-Tier1 hours, 1 Core-Tier2 hour]",Spanning trees/forests,DS,Discrete Structures,Graphs and Trees ,DS-26,DS-26-05,Tier 2,DS-05-05
"[3 Core-Tier1 hours, 1 Core-Tier2 hour]",Graph isomorphism,DS,Discrete Structures,Graphs and Trees ,DS-26,DS-26-06,Tier 2,DS-05-06
"[6 Core-Tier1 hours, 2 Core-Tier2 hour]","Finite probability space, events",DS,Discrete Structures,Discrete Probability ,DS-27,DS-27-01,Tier 1,DS-06-01
"[6 Core-Tier1 hours, 2 Core-Tier2 hour]",Axioms of probability and probability measures,DS,Discrete Structures,Discrete Probability ,DS-27,DS-27-02,Tier 1,DS-06-02
"[6 Core-Tier1 hours, 2 Core-Tier2 hour]","Conditional probability, Bayes’ theorem",DS,Discrete Structures,Discrete Probability ,DS-27,DS-27-03,Tier 1,DS-06-03
"[6 Core-Tier1 hours, 2 Core-Tier2 hour]",Independence,DS,Discrete Structures,Discrete Probability ,DS-27,DS-27-04,Tier 1,DS-06-04
"[6 Core-Tier1 hours, 2 Core-Tier2 hour]","Integer random variables (Bernoulli, binomial)",DS,Discrete Structures,Discrete Probability ,DS-27,DS-27-05,Tier 1,DS-06-05
"[6 Core-Tier1 hours, 2 Core-Tier2 hour]","Expectation, including Linearity of Expectation ",DS,Discrete Structures,Discrete Probability ,DS-27,DS-27-06,Tier 1,DS-06-06
"[6 Core-Tier1 hours, 2 Core-Tier2 hour]",Variance,DS,Discrete Structures,Discrete Probability ,DS-27,DS-27-07,Tier 2,DS-06-07
"[6 Core-Tier1 hours, 2 Core-Tier2 hour]",Conditional Independence,DS,Discrete Structures,Discrete Probability ,DS-27,DS-27-08,Tier 2,DS-06-08
[2 Core-Tier1 and 1 Core-Tier2 hours] ,"Media applications including user interfaces, audio and videoediting, game engines, cad, visualization, ",GV,Graphics and Visualization,Fundamental Concepts ,GV-28,GV-28-01,Tier 1,GV-01-01
[2 Core-Tier1 and 1 Core-Tier2 hours] ,"Digitization of analog data, resolution,and the limits of human perception, e.g., pixels for visual display, ",GV,Graphics and Visualization,Fundamental Concepts ,GV-28,GV-28-02,Tier 1,GV-01-02
[2 Core-Tier1 and 1 Core-Tier2 hours] ,Use of standard APIs for the construction of UIs and display of standard mediaformats (see HCI/GUI ,GV,Graphics and Visualization,Fundamental Concepts ,GV-28,GV-28-03,Tier 1,GV-01-03
[2 Core-Tier1 and 1 Core-Tier2 hours] ,"Standard mediaformats, including lossless and lossy formats",GV,Graphics and Visualization,Fundamental Concepts ,GV-28,GV-28-04,Tier 1,GV-01-04
[2 Core-Tier1 and 1 Core-Tier2 hours] ,Additive and subtractive color models (CMYK and RGB) and why these provide a range of colors,GV,Graphics and Visualization,Fundamental Concepts ,GV-28,GV-28-05,Tier 2,GV-01-05
[2 Core-Tier1 and 1 Core-Tier2 hours] ,Tradeoffs between storing data and re-computing data as embodied by vector and raster representations of ,GV,Graphics and Visualization,Fundamental Concepts ,GV-28,GV-28-06,Tier 2,GV-01-06
[2 Core-Tier1 and 1 Core-Tier2 hours] ,Animation as a sequence of still images,GV,Graphics and Visualization,Fundamental Concepts ,GV-28,GV-28-07,Tier 2,GV-01-07
[2 Core-Tier1 and 1 Core-Tier2 hours] ,Double buffering,GV,Graphics and Visualization,Fundamental Concepts ,GV-28,GV-28-08,Elective,GV-01-08
[Elective] ,"Rendering in nature, e.g., the emission and scattering of light and its relation to numerical integration",GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-01,Elective,GV-02-01
[Elective] ,"Forward and backward rendering (i.e.,ray-casting and rasterization)",GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-02,Elective,GV-02-02
[Elective] ,Polygonal representation,GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-03,Elective,GV-02-03
[Elective] ,"Basic radiometry, similar triangles, and projection model",GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-04,Elective,GV-02-04
[Elective] ,Affine and coordinate system transformations,GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-05,Elective,GV-02-05
[Elective] ,Ray tracing,GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-06,Elective,GV-02-06
[Elective] ,"Visibility and occlusion, including solutions to this problem such as depth buffering, Painter’s algorithm, ",GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-07,Elective,GV-02-07
[Elective] ,The forward and backward rendering equation,GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-08,Elective,GV-02-08
[Elective] ,Simple triangle rasterization,GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-09,Elective,GV-02-09
[Elective] ,Rendering with a shader-based API,GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-10,Elective,GV-02-10
[Elective] ,"Texture mapping, including minification and magnification (e.g., trilinear MIP-mapping)",GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-11,Elective,GV-02-11
[Elective] ,Application of spatial data structures to rendering,GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-12,Elective,GV-02-12
[Elective] ,Sampling and anti-aliasing,GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-13,Elective,GV-02-13
[Elective] ,Scene graphs and the graphics pipeline,GV,Graphics and Visualization,Basic Rendering ,GV-29,GV-29-14,Elective,GV-02-14
[Elective] ,Basic geometric operations such as intersection calculation and proximity tests,GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-01,Elective,GV-03-01
[Elective] ,"Volumes, voxels, and point-based representations",GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-02,Elective,GV-03-02
[Elective] ,Parametricpolynomial curves and surfaces,GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-03,Elective,GV-03-03
[Elective] ,Implicit representation of curves and surfaces,GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-04,Elective,GV-03-04
[Elective] ,"Approximation techniques such as polynomial curves, Bezier curves, spline curves and surfaces, and non-",GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-05,Elective,GV-03-05
[Elective] ,"Surface representation techniques including tessellation, mesh representation, mesh fairing,and mesh ",GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-06,Elective,GV-03-06
[Elective] ,Spatial subdivision techniques,GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-07,Elective,GV-03-07
[Elective] ,"Procedural models such as fractals, generative modeling, and L-systems",GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-08,Elective,GV-03-08
[Elective] ,"Graftals, cross referenced with programming languages (grammars to generated pictures)",GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-09,Elective,GV-03-09
[Elective] ,Elastically deformableand freeform deformable models,GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-10,Elective,GV-03-10
[Elective] ,Subdivision surfaces,GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-11,Elective,GV-03-11
[Elective] ,Multiresolution modeling,GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-12,Elective,GV-03-12
[Elective] ,Reconstruction,GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-13,Elective,GV-03-13
[Elective] ,Constructive Solid Geometry (CSG) representation,GV,Graphics and Visualization,Geometric Modeling ,GV-30,GV-30-14,Elective,GV-03-14
[Elective] ,"Solutions and approximations to the rendering equation, for example:",GV,Graphics and Visualization,Advanced Rendering,GV-31,GV-31-01,Elective,GV-04-01
[Elective] ,"Time (motion blur), lens position (focus), and continuous frequency (color) and their impact on rendering",GV,Graphics and Visualization,Advanced Rendering,GV-31,GV-31-02,Elective,GV-04-02
[Elective] ,Shadow mapping,GV,Graphics and Visualization,Advanced Rendering,GV-31,GV-31-03,Elective,GV-04-03
[Elective] ,Occlusion culling,GV,Graphics and Visualization,Advanced Rendering,GV-31,GV-31-04,Elective,GV-04-04
[Elective] ,Bidirectional Scattering Distribution function (BSDF) theory and microfacets,GV,Graphics and Visualization,Advanced Rendering,GV-31,GV-31-05,Elective,GV-04-05
[Elective] ,Subsurface scattering,GV,Graphics and Visualization,Advanced Rendering,GV-31,GV-31-06,Elective,GV-04-06
[Elective] ,Area light sources,GV,Graphics and Visualization,Advanced Rendering,GV-31,GV-31-07,Elective,GV-04-07
[Elective] ,Hierarchical depth buffering,GV,Graphics and Visualization,Advanced Rendering,GV-31,GV-31-08,Elective,GV-04-08
[Elective] ,"The Light Field, image-based rendering",GV,Graphics and Visualization,Advanced Rendering,GV-31,GV-31-09,Elective,GV-04-09
[Elective] ,Non-photorealistic rendering,GV,Graphics and Visualization,Advanced Rendering,GV-31,GV-31-10,Elective,GV-04-10
[Elective] ,GPU architecture,GV,Graphics and Visualization,Advanced Rendering,GV-31,GV-31-11,Elective,GV-04-11
[Elective] ,"Human visual systems including adaptation to light, sensitivity to noise, and flicker fusion",GV,Graphics and Visualization,Advanced Rendering,GV-31,GV-31-12,Elective,GV-04-12
[Elective] ,Forward and inverse kinematics,GV,Graphics and Visualization,Computer Animation ,GV-32,GV-32-01,Elective,GV-05-01
[Elective] ,Collision detection and response,GV,Graphics and Visualization,Computer Animation ,GV-32,GV-32-02,Elective,GV-05-02
[Elective] ,"Procedural animation using noise, rules (boids/crowds), and particle systems",GV,Graphics and Visualization,Computer Animation ,GV-32,GV-32-03,Elective,GV-05-03
[Elective] ,Skinning algorithms,GV,Graphics and Visualization,Computer Animation ,GV-32,GV-32-04,Elective,GV-05-04
[Elective] ,"Physics based motions including rigid body dynamics, physical particle systems, mass-spring networks for ",GV,Graphics and Visualization,Computer Animation ,GV-32,GV-32-05,Elective,GV-05-05
[Elective] ,Key-frame animation,GV,Graphics and Visualization,Computer Animation ,GV-32,GV-32-06,Elective,GV-05-06
[Elective] ,Splines,GV,Graphics and Visualization,Computer Animation ,GV-32,GV-32-07,Elective,GV-05-07
[Elective] ,"Data structures forrotations, such as quaternions",GV,Graphics and Visualization,Computer Animation ,GV-32,GV-32-08,Elective,GV-05-08
[Elective] ,Camera animation,GV,Graphics and Visualization,Computer Animation ,GV-32,GV-32-09,Elective,GV-05-09
[Elective] ,Motion capture,GV,Graphics and Visualization,Computer Animation ,GV-32,GV-32-10,Elective,GV-05-10
[Elective] ,"Visualization of 2D/3D scalar fields: colormapping, isosurfaces",GV,Graphics and Visualization,Visualization ,GV-33,GV-33-01,Elective,GV-06-01
[Elective] ,"Direct volume data rendering: ray-casting, transfer functions, segmentation",GV,Graphics and Visualization,Visualization ,GV-33,GV-33-02,Elective,GV-06-02
[Elective] ,Visualization of:,GV,Graphics and Visualization,Visualization ,GV-33,GV-33-03,Elective,GV-06-03
[Elective] ,Perceptual and cognitive foundationsthat drive visual abstractions,GV,Graphics and Visualization,Visualization ,GV-33,GV-33-04,Elective,GV-06-04
[Elective] ,Visualization design,GV,Graphics and Visualization,Visualization ,GV-33,GV-33-05,Elective,GV-06-05
[Elective] ,Evaluation of visualization methods,GV,Graphics and Visualization,Visualization ,GV-33,GV-33-06,Elective,GV-06-06
[Elective] ,Applications of visualization,GV,Graphics and Visualization,Visualization ,GV-33,GV-33-07,Elective,GV-06-07
[4Core-Tier1 hours] ,"Contexts for HCI (anything with a user interface, e.g.,webpage, business applications, mobile applications, ",HCI,Human-Computer Interaction,Foundations ,HCI-34,HCI-34-01,Tier 1,HC-01-01
[4Core-Tier1 hours] ,"Processes for user-centered development, e.g., early focus on users, empirical testing, iterative design",HCI,Human-Computer Interaction,Foundations ,HCI-34,HCI-34-02,Tier 1,HC-01-02
[4Core-Tier1 hours] ,"Different measures for evaluation, e.g.,utility, efficiency, learnability, user satisfaction",HCI,Human-Computer Interaction,Foundations ,HCI-34,HCI-34-03,Tier 1,HC-01-03
[4Core-Tier1 hours] ,Usability heuristics and the principles of usability testing,HCI,Human-Computer Interaction,Foundations ,HCI-34,HCI-34-04,Tier 1,HC-01-04
[4Core-Tier1 hours] ,"Physical capabilities that inform interaction design, e.g.,color perception, ergonomics",HCI,Human-Computer Interaction,Foundations ,HCI-34,HCI-34-05,Tier 1,HC-01-05
[4Core-Tier1 hours] ,"Cognitive models that inform interaction design, e.g.,attention, perception and recognition, movement, and ",HCI,Human-Computer Interaction,Foundations ,HCI-34,HCI-34-06,Tier 1,HC-01-06
[4Core-Tier1 hours] ,"Social models that inform interaction design, e.g.,culture, communication, networks and organizations",HCI,Human-Computer Interaction,Foundations ,HCI-34,HCI-34-07,Tier 1,HC-01-07
[4Core-Tier1 hours] ,Principles of good design and good designers; engineering tradeoffs,HCI,Human-Computer Interaction,Foundations ,HCI-34,HCI-34-08,Tier 1,HC-01-08
[4Core-Tier1 hours] ,"Accessibility, e.g.,interfaces for differently-abled populations (e.g.,blind, motion-impaired)",HCI,Human-Computer Interaction,Foundations ,HCI-34,HCI-34-09,Tier 1,HC-01-09
[4Core-Tier1 hours] ,"Interfaces for differently-aged population groups (e.g., children, 80+)",HCI,Human-Computer Interaction,Foundations ,HCI-34,HCI-34-10,Tier 1,HC-01-10
[4 Core-Tier2 hours],Principles of graphical user interfaces (GUIs),HCI,Human-Computer Interaction,Designing Interaction ,HCI-35,HCI-35-01,Tier 2,HC-02-01
[4 Core-Tier2 hours],"Elements of visual design (layout, color, fonts, labeling)",HCI,Human-Computer Interaction,Designing Interaction ,HCI-35,HCI-35-02,Tier 2,HC-02-02
[4 Core-Tier2 hours],"Task analysis, including qualitative aspects of generating task analytic models",HCI,Human-Computer Interaction,Designing Interaction ,HCI-35,HCI-35-03,Tier 2,HC-02-03
[4 Core-Tier2 hours],Low-fidelity (paper) prototyping,HCI,Human-Computer Interaction,Designing Interaction ,HCI-35,HCI-35-04,Tier 2,HC-02-04
[4 Core-Tier2 hours],"Quantitative evaluation techniques, e.g., keystroke-level evaluation",HCI,Human-Computer Interaction,Designing Interaction ,HCI-35,HCI-35-05,Tier 2,HC-02-05
[4 Core-Tier2 hours],Help and documentation,HCI,Human-Computer Interaction,Designing Interaction ,HCI-35,HCI-35-06,Tier 2,HC-02-06
[4 Core-Tier2 hours],Handling human/system failure,HCI,Human-Computer Interaction,Designing Interaction ,HCI-35,HCI-35-07,Tier 2,HC-02-07
[4 Core-Tier2 hours],User interface standards ,HCI,Human-Computer Interaction,Designing Interaction ,HCI-35,HCI-35-08,Tier 2,HC-02-08
[Elective],"Software Architecture Patterns, e.g., Model-View controller; command objects, online, offline (cross  ",HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-01,Elective,HC-03-01
[Elective],"Interaction Design Patterns: visual hierarchy, navigational distance",HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-02,Elective,HC-03-02
[Elective],Event management and user interaction ,HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-03,Elective,HC-03-03
[Elective],Geometry management (cross-reference GV/Geometric Modelling) ,HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-04,Elective,HC-03-04
[Elective],Choosing interaction styles and interaction techniques ,HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-05,Elective,HC-03-05
[Elective],"Presenting information: navigation, representation, manipulation",HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-06,Elective,HC-03-06
[Elective],"Interface animation techniques (e.g., scene graphs) ",HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-07,Elective,HC-03-07
[Elective],Widget classes and libraries,HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-08,Elective,HC-03-08
[Elective],"Modern GUI libraries (e.g. iOS, Android, JavaFX) GUIbuilders and UI programming environments (cross-",HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-09,Elective,HC-03-09
[Elective],Declarative Interface Specification: Stylesheets and DOMs ,HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-10,Elective,HC-03-10
[Elective],Data-driven applications (database-backed web pages) ,HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-11,Elective,HC-03-11
[Elective],Cross-platform design ,HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-12,Elective,HC-03-12
[Elective],"Design for resource-constrained devices(e.g. small, mobile devices)",HCI,Human-Computer Interaction,Programming Interactive Systems,HCI-36,HCI-36-13,Elective,HC-03-13
[Elective],"Approaches to, and characteristics of, the design process",HCI,Human-Computer Interaction,User-Centered Design and Testing,HCI-37,HCI-37-01,Elective,HC-04-01
[Elective],Functionality and usability requirements (cross-reference to SE/Requirements Engineering),HCI,Human-Computer Interaction,User-Centered Design and Testing,HCI-37,HCI-37-02,Elective,HC-04-02
[Elective],"Techniques for gathering requirements, e.g.,interviews, surveys, ethnographic and contextual enquiry",HCI,Human-Computer Interaction,User-Centered Design and Testing,HCI-37,HCI-37-03,Elective,HC-04-03
[Elective],"Techniques and tools for the analysis and presentation of requirements, e.g.,reports, personas",HCI,Human-Computer Interaction,User-Centered Design and Testing,HCI-37,HCI-37-04,Elective,HC-04-04
[Elective],"Prototyping techniques and tools, e.g.,sketching, storyboards, low-fidelity prototyping, wireframes ",HCI,Human-Computer Interaction,User-Centered Design and Testing,HCI-37,HCI-37-05,Elective,HC-04-05
[Elective],"Evaluation without users, using both qualitative and quantitative techniques, e.g.,walkthroughs, GOMS, ",HCI,Human-Computer Interaction,User-Centered Design and Testing,HCI-37,HCI-37-06,Elective,HC-04-06
[Elective],"Evaluation with users, e.g.,observation, think-aloud, interview, survey, experiment",HCI,Human-Computer Interaction,User-Centered Design and Testing,HCI-37,HCI-37-07,Elective,HC-04-07
[Elective],"Challenges to effective evaluation, e.g.,sampling, generalization",HCI,Human-Computer Interaction,User-Centered Design and Testing,HCI-37,HCI-37-08,Elective,HC-04-08
[Elective],Reporting the results of evaluations,HCI,Human-Computer Interaction,User-Centered Design and Testing,HCI-37,HCI-37-09,Elective,HC-04-09
[Elective],"Internationalization, designing for users fromother cultures, cross-cultural",HCI,Human-Computer Interaction,User-Centered Design and Testing,HCI-37,HCI-37-10,Elective,HC-04-10
[Elective],Choosing interaction styles and interaction techniques,HCI,Human-Computer Interaction,New Interactive Technologies,HCI-38,HCI-38-01,Elective,HC-05-01
[Elective],"Representing information to users: navigation, representation, manipulation",HCI,Human-Computer Interaction,New Interactive Technologies,HCI-38,HCI-38-02,Elective,HC-05-02
[Elective],"Approaches to design, implementation and evaluation of non-mouse interaction",HCI,Human-Computer Interaction,New Interactive Technologies,HCI-38,HCI-38-03,Elective,HC-05-03
[Elective],"Asynchronous group communication, e.g., e-mail, forums, social networks",HCI,Human-Computer Interaction,Collaboration and  C ommunication ,HCI-39,HCI-39-01,Elective,HC-06-01
[Elective],"Synchronous group communication, e.g.,chat rooms, conferencing, online games",HCI,Human-Computer Interaction,Collaboration and  C ommunication ,HCI-39,HCI-39-02,Elective,HC-06-02
[Elective],"Social media, social computing, and social network analysis",HCI,Human-Computer Interaction,Collaboration and  C ommunication ,HCI-39,HCI-39-03,Elective,HC-06-03
[Elective],"Online collaboration, 'smart' spaces, and social coordination aspects of workflow technologies",HCI,Human-Computer Interaction,Collaboration and  C ommunication ,HCI-39,HCI-39-04,Elective,HC-06-04
[Elective],Online communities,HCI,Human-Computer Interaction,Collaboration and  C ommunication ,HCI-39,HCI-39-05,Elective,HC-06-05
[Elective],"Software characters and intelligent agents, virtual worlds and avatars (cross-reference IS/Agents)",HCI,Human-Computer Interaction,Collaboration and  C ommunication ,HCI-39,HCI-39-06,Elective,HC-06-06
[Elective],Social psychology,HCI,Human-Computer Interaction,Collaboration and  C ommunication ,HCI-39,HCI-39-07,Elective,HC-06-07
[Elective],t-tests,HCI,Human-Computer Interaction,Statistical Methods for HCI,HCI-40,HCI-40-01,Elective,HC-07-01
[Elective],ANOVA,HCI,Human-Computer Interaction,Statistical Methods for HCI,HCI-40,HCI-40-02,Elective,HC-07-02
[Elective],"Randomization (non-parametric) testing, within vs. between-subjects design",HCI,Human-Computer Interaction,Statistical Methods for HCI,HCI-40,HCI-40-03,Elective,HC-07-03
[Elective], C alculating effect size,HCI,Human-Computer Interaction,Statistical Methods for HCI,HCI-40,HCI-40-04,Elective,HC-07-04
[Elective],Exploratory data analysis,HCI,Human-Computer Interaction,Statistical Methods for HCI,HCI-40,HCI-40-05,Elective,HC-07-05
[Elective],Presenting statistical data,HCI,Human-Computer Interaction,Statistical Methods for HCI,HCI-40,HCI-40-06,Elective,HC-07-06
[Elective],Combiningqualitative and quantitative results,HCI,Human-Computer Interaction,Statistical Methods for HCI,HCI-40,HCI-40-07,Elective,HC-07-07
[Elective] ,Applied psychology and security policies,HCI,Human-Computer Interaction,Human Factors and Security ,HCI-41,HCI-41-01,Elective,HC-08-01
[Elective] ,Security economics,HCI,Human-Computer Interaction,Human Factors and Security ,HCI-41,HCI-41-02,Elective,HC-08-02
[Elective] ,"Regulatory environments – responsibility, liability and self-determination",HCI,Human-Computer Interaction,Human Factors and Security ,HCI-41,HCI-41-03,Elective,HC-08-03
[Elective] ,Organizational vulnerabilities and threats,HCI,Human-Computer Interaction,Human Factors and Security ,HCI-41,HCI-41-04,Elective,HC-08-04
[Elective] ,Usability design and security,HCI,Human-Computer Interaction,Human Factors and Security ,HCI-41,HCI-41-05,Elective,HC-08-05
[Elective] ,"Pretext, impersonation and fraud, e.g., phishing and spear phishing (cross-reference IAS/Threats and ",HCI,Human-Computer Interaction,Human Factors and Security ,HCI-41,HCI-41-06,Elective,HC-08-06
[Elective] ,"Trust, privacy and deception",HCI,Human-Computer Interaction,Human Factors and Security ,HCI-41,HCI-41-07,Elective,HC-08-07
[Elective] ,"Biometric authentication (camera, voice)",HCI,Human-Computer Interaction,Human Factors and Security ,HCI-41,HCI-41-08,Elective,HC-08-08
[Elective] ,Identity management,HCI,Human-Computer Interaction,Human Factors and Security ,HCI-41,HCI-41-09,Elective,HC-08-09
[Elective] ,Intellectual styles and perspectives to technology andits interfaces,HCI,Human-Computer Interaction,Design-Oriented HCI ,HCI-42,HCI-42-01,Elective,HC-09-01
[Elective] ,Consideration of HCI as a designdiscipline,HCI,Human-Computer Interaction,Design-Oriented HCI ,HCI-42,HCI-42-02,Elective,HC-09-02
[Elective] ,Critically reflective HCI,HCI,Human-Computer Interaction,Design-Oriented HCI ,HCI-42,HCI-42-03,Elective,HC-09-03
[Elective] ,Indicative domains of application,HCI,Human-Computer Interaction,Design-Oriented HCI ,HCI-42,HCI-42-04,Elective,HC-09-04
[Elective] ,Output,HCI,Human-Computer Interaction,"Mixed, Augmented and Virtual Reality",HCI-43,HCI-43-01,Elective,HC-10-01
[Elective] ,User input ,HCI,Human-Computer Interaction,"Mixed, Augmented and Virtual Reality",HCI-43,HCI-43-02,Elective,HC-10-02
[Elective] ,Physical modelling and rendering,HCI,Human-Computer Interaction,"Mixed, Augmented and Virtual Reality",HCI-43,HCI-43-03,Elective,HC-10-03
[Elective] ,System architectures ,HCI,Human-Computer Interaction,"Mixed, Augmented and Virtual Reality",HCI-43,HCI-43-04,Elective,HC-10-04
[Elective] ,Networking,HCI,Human-Computer Interaction,"Mixed, Augmented and Virtual Reality",HCI-43,HCI-43-05,Elective,HC-10-05
[1 Core-Tier1 hour] ,"CIA (Confidentiality, Integrity, Availability)",HCI,Human-Computer Interaction,"Mixed, Augmented and Virtual Reality",HCI-43,HCI-43-06,Elective,HC-10-06
[1 Core-Tier1 hour] ,"Concepts of risk, threats, vulnerabilities, and attack vectors (cros- reference SE/Software Project ",HCI,Human-Computer Interaction,"Mixed, Augmented and Virtual Reality",HCI-43,HCI-43-07,Elective,HC-10-07
[1 Core-Tier1 hour] ,"Authentication and authorization, access control (mandatory vs. discretionary)",HCI,Human-Computer Interaction,"Mixed, Augmented and Virtual Reality",HCI-43,HCI-43-08,Elective,HC-10-08
[1 Core-Tier1 hour] ,Concept of trust and trustworthiness,HCI,Human-Computer Interaction,"Mixed, Augmented and Virtual Reality",HCI-43,HCI-43-09,Elective,HC-10-09
[1 Core-Tier1 hour] ,"Ethics (responsible disclosure). (cross-reference SP/Professional Ethics/Accountability, responsibility and ",HCI,Human-Computer Interaction,"Mixed, Augmented and Virtual Reality",HCI-43,HCI-43-10,Elective,HC-10-10
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Least privilege and isolation  (cross-reference OS/Security and Protection/Policy/mechanism separation ,IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-01,Tier 1,IA-01-01
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ","Fail-safe defaults (cross-referenceSE/Software Construction/ Coding practices: techniques, ",IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-02,Tier 1,IA-01-02
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ","Open design (cross-reference SE/Software Evolution/ Software development in the context of large, pre-",IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-03,Tier 1,IA-01-03
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",End-to-end security (cross-reference SF/Reliability through Redundancy/ How errors increase the longer ,IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-04,Tier 1,IA-01-04
